,business_risk
530,-2.2573435
531,1.3552535
532,1.031537
533,-6.1113024
534,-0.23735183
535,-0.4992652
536,1.303623
537,0.10403028
538,-5.157373
539,-6.1113024
540,1.3847389
541,2.171012
542,0.6586614
543,1.1821263
544,-4.9594197
545,-0.009318769
546,5.17834
547,-6.1113024
548,0.9866346
549,0.12899557
550,-6.1113024
551,1.8305391
552,-4.964117
553,-6.1113024
554,0.35955745
555,1.8570899
556,-0.8939159
557,-0.352598
558,0.3300408
559,2.105329
560,0.55475485
561,-3.3439963
562,1.2252136
563,-6.1113024
564,4.648627
565,2.0452714
566,0.61989206
567,6.1873646
568,1.5958259
569,0.19272286
570,-6.1113024
571,0.035664618
572,0.0024368763
573,-5.8810744
574,-2.5383365
575,-1.5368369
576,1.3884172
577,-2.542612
578,-6.1113024
579,1.722131
580,-6.1113024
581,3.1088123
582,1.289342
583,0.69837433
584,3.595919
585,-0.47555983
586,9.473512
587,1.7570212
588,-0.829034
589,-6.1113024
590,3.7591987
591,-5.7889214
592,0.9962081
593,1.1319461
594,-6.1113024
595,-5.4051156
596,-0.2565003
597,-6.1113024
598,-3.242727
599,-6.1113024
600,-1.3330578
601,-5.655274
602,3.2069452
603,-5.872626
604,-6.1113024
605,3.6219566
606,7.425428
607,-0.95555604
608,-0.7143884
609,4.5148644
610,2.9870098
611,-1.070805
612,-6.1113024
613,-2.74598
614,0.84828293
615,3.8085322
616,5.8378863
617,-0.43230712
618,2.9740386
619,-6.1113024
620,-1.3389835
621,-6.1113024
622,-6.1113024
623,0.62711143
624,-0.91793525
625,-0.1952563
626,1.7055017
627,-6.1113024
628,3.5796008
629,-2.1138442
630,-6.1113024
631,2.958902
632,6.202936
633,-0.5526016
634,-6.1113024
635,-6.1113024
636,0.38017806
637,1.8863765
638,8.690051
639,-6.1113024
640,0.69685584
641,-5.584744
642,3.8349054
643,0.74083924
644,-0.7517741
645,3.7995076
646,-0.41350937
647,1.6590469
648,0.14705163
649,-0.6142477
650,0.8005141
651,2.0515351
652,-6.1113024
653,-6.1113024
654,-6.1113024
655,4.600631
656,3.9141946
657,1.3808657
658,0.65416324
659,3.4220145
660,1.0251882
661,2.4952712
662,1.3614948
663,0.35878414
664,1.4705044
665,-1.3583745
666,-2.797417
667,1.3155872
668,3.3828933
669,4.509789
670,-4.627959
671,-6.1113024
672,4.294676
673,-1.3971717
674,0.711359
675,1.6025809
676,-2.6680954
677,0.97782254
678,3.150189
679,1.7030569
680,2.8137982
681,4.531362
682,-5.894036
683,-6.1113024
684,-5.617038
685,3.1438382
686,-3.032779
687,-6.1113024
688,-0.8360528
689,1.1042161
690,-6.1113024
691,-0.6315037
692,-0.12803584
693,-5.6787806
694,0.2747547
695,-6.1113024
696,6.6572547
697,1.1005154
698,4.785138
699,3.9332526
700,-6.1113024
701,4.9582586
702,-3.0189803
703,-6.1113024
704,0.14358902
705,-6.1113024
706,-6.1113024
707,3.665489
708,-3.0207078
709,0.34220105
710,0.32574964
711,1.5765533
712,1.8605317
713,-0.65203846
714,0.97567666
715,2.5108006
716,-1.1938534
717,2.8022738
718,-6.1113024
719,0.6256819
720,0.29411304
721,2.3348505
722,-5.044411
723,-6.1113024
724,-4.2759266
725,4.0838766
726,1.1771599
727,-0.20937544
728,2.2144237
729,-6.1113024
730,-2.9043062
731,1.6181422
732,-6.075763
733,1.4042623
734,0.27507222
735,-6.1113024
736,1.3859133
737,-0.8146113
738,1.0906262
739,-0.71641266
740,2.676441
741,-6.1113024
742,2.13675
743,0.8028872
744,5.3085675
745,2.3178153
746,-4.7816744
747,-4.531272
748,1.513382
749,0.08869067
750,4.4420357
751,-0.7110059
752,-6.0640883
753,1.2725749
754,1.975864
755,-1.0775886
756,-0.29167503
757,3.6555924
758,-6.1113024
759,-0.01487273
760,-1.0395918
761,-1.543915
762,-1.8144991
763,-0.719278
764,-6.1113024
765,1.6019146
766,2.840162
767,1.5280365
768,3.5597053
769,2.2356524
770,-6.1113024
771,-4.8374715
772,2.4761117
773,-4.747946
774,0.24114901
775,-6.1113024
776,-0.50819147
777,1.1231396
778,-1.3484029
779,-0.8341069
780,4.740451
781,3.7894163
782,2.1841502
783,2.6871939
784,-6.1113024
785,-6.1113024
786,2.823863
787,-5.025587
788,0.46857917
789,-6.1113024
790,-6.1113024
791,-3.666603
792,-6.1113024
793,-0.05649674
794,0.85872364
795,-6.1113024
796,0.9661292
797,0.12739006
798,4.76475
799,0.6451359
800,-4.8147926
801,3.9024103
802,0.47878563
803,3.1177135
804,4.6899295
805,-6.0364313
806,-5.5101514
807,-4.3651333
808,-1.2319213
809,-6.1113024
810,9.016959
811,-0.094088435
812,-6.1113024
813,-4.1244936
814,-6.1113024
815,-6.1113024
816,6.9174
817,0.3570041
818,-6.1113024
819,-1.7715359
820,2.747343
821,0.7959608
822,3.7576244
823,3.1818547
824,1.7062676
825,2.438025
826,-5.4361563
827,5.7498665
828,1.3199744
829,2.0989037
830,5.18567
831,-0.9580164
832,0.8545437
833,7.059549
834,5.1746697
835,1.829053
836,-4.648981
837,-0.5658854
838,1.2662671
839,-5.587239
840,6.309134
841,1.7702012
842,-5.651337
843,2.4343967
844,-6.0364313
845,-6.1113024
846,-1.3819993
847,2.0625415
848,-6.1113024
849,3.4286087
850,-2.3975334
851,3.626085
852,-6.1113024
853,-5.4232717
854,0.68155324
855,-6.1113024
856,3.7605915
857,-6.1113024
858,-6.1113024
859,2.4751832
860,4.670312
861,-6.1113024
862,-2.6290138
863,2.22687
864,-0.65597296
865,-3.2274363
866,-4.864487
867,2.7280996
868,-4.411383
869,-1.149351
870,1.6010716
871,1.4028054
872,0.0864301
873,-6.1113024
874,-5.9991302
875,1.4055588
876,0.62425613
877,3.103643
878,-6.0364313
879,-0.20381856
880,1.4597113
881,1.7555734
882,-6.1113024
883,-6.1113024
884,-0.8621566
885,1.3096192
886,-6.1113024
887,1.5546166
888,1.0582467
889,-5.3295383
890,3.4621153
891,1.9820566
892,-3.4827592
893,0.013573647
894,-0.54252255
895,0.18737385
896,0.48990747
897,-6.1113024
898,-0.4779051
899,-3.9865704
900,-0.23531336
901,-5.470735
902,-1.6791558
903,4.832128
904,0.12013891
905,-0.52576816
906,3.7661636
907,4.2905655
908,-6.1113024
909,3.7954588
910,2.175064
911,-6.1113024
912,3.5913706
913,-6.1113024
914,-4.7166033
915,1.8906446
916,-6.17958
917,-0.023400247
918,1.1212511
919,-0.11701685
920,0.9378942
921,-6.1113024
922,-2.4735727
923,0.0911845
924,2.4367251
925,-6.1113024
926,0.12388414
927,0.28564283
928,-6.075763
929,1.2657061
930,0.79891104
931,-0.56578505
932,-6.1113024
933,1.4049925
934,6.6058955
935,2.6159086
936,-6.1113024
937,3.626106
938,9.205826
939,0.8111758
940,-1.8216517
941,-0.571236
942,-4.864487
943,0.14049459
944,3.5020583
945,-3.0373585
946,2.2860494
947,-6.1113024
948,-0.5121449
949,-6.1113024
950,-6.1113024
951,-2.5953407
952,-1.3896005
953,-0.96457446
954,-0.8884233
955,-0.27760547
956,2.4008222
957,5.351999
958,-1.4636898
959,-6.1113024
960,-6.1113024
961,-6.1113024
962,4.375859
963,-6.1113024
964,-6.1113024
965,2.975311
966,1.0043525
967,-1.8352048
968,-2.1012518
969,-5.9991302
970,3.5624235
971,-1.5951717
972,-0.54447114
973,0.98010695
974,3.258074
975,2.7992375
976,1.4064219
977,-6.1113024
978,1.1353002
979,0.020170867
980,0.2646603
981,0.026831686
982,1.8796628
983,2.8021376
984,1.6822122
985,2.6933026
986,-6.1113024
987,-5.481705
988,2.9586828
989,-6.1113024
990,-6.1113024
991,-5.976143
992,1.2341219
993,-6.1113024
994,-5.170451
995,1.6936696
996,-1.7656968
997,-5.993162
998,-4.4083695
999,6.799703
1000,2.0513282
1001,4.0830255
1002,0.8028811
1003,-5.429019
1004,-0.8074868
1005,-6.1113024
1006,0.06559557
1007,-6.1113024
1008,0.27661753
1009,-6.1113024
1010,0.98408675
1011,-6.1113024
1012,1.0900071
1013,0.36880296
1014,-1.873255
1015,-6.1113024
1016,-6.1113024
1017,2.9953072
1018,-0.19233376
1019,4.801333
1020,3.9668438
1021,-0.28356087
1022,-6.1113024
1023,-6.1113024
1024,-6.1113024
1025,-6.1113024
1026,3.6077363
1027,1.0586057
1028,1.7542354
1029,-6.1113024
1030,0.14538914
1031,4.6250796
1032,0.3388039
1033,-6.1113024
1034,-6.1113024
1035,0.83653575
1036,1.5276415
1037,-0.58499134
1038,-6.1113024
1039,2.3973737
1040,3.3820205
1041,1.1490359
1042,-6.1113024
1043,4.7291937
1044,1.6197573
1045,-4.967552
1046,-6.1113024
1047,1.8286837
1048,4.0371532
1049,-0.08362168
1050,0.8663336
1051,-6.1113024
1052,3.6969848
1053,-1.4259005
1054,2.357736
1055,4.474987
1056,-3.631246
1057,2.5733333
1058,-0.27691966
1059,3.2574909
1060,-6.1113024
1061,-6.075763
1062,-6.1113024
1063,-1.8325467
1064,3.6184702
1065,0.47533056
1066,2.4768155
1067,2.253699
1068,-4.0662203
1069,3.8084278
1070,-0.9733293
1071,-6.1113024
1072,-6.1113024
1073,-6.1113024
1074,0.65914047
1075,4.300869
1076,-6.1113024
1077,-4.8356967
1078,0.35169166
1079,-1.3795569
1080,-6.1113024
1081,1.4843786
1082,-3.6998477
1083,-6.1113024
1084,2.4771566
1085,-5.655653
1086,0.9516762
1087,-2.566549
1088,-3.7712102
1089,1.8409956
1090,-1.7755117
1091,-6.1113024
1092,-5.655274
1093,1.3428665
1094,-6.0342994
1095,-6.1113024
1096,1.7045356
1097,-6.0640883
1098,2.187705
1099,-0.24235642
1100,-0.89317024
1101,-6.1113024
1102,-6.1113024
1103,2.9150515
1104,-6.1113024
1105,-5.8154693
1106,-2.711886
1107,-1.0612277
1108,2.2593923
1109,-0.93889225
1110,-5.5076876
1111,-4.602706
1112,2.0367184
1113,-0.6874558
1114,-5.0671782
1115,-6.1113024
1116,2.4346466
1117,-6.075763
1118,1.5804558
1119,3.6310627
1120,-5.3515115
1121,1.0683696
1122,1.6650705
1123,-6.1113024
1124,4.7393746
1125,3.2376196
1126,-1.0568448
1127,2.364912
1128,5.176028
1129,-0.15288109
1130,-0.30045712
1131,0.8664458
1132,3.58554
1133,1.4111116
1134,4.3768835
1135,0.97175854
1136,-1.7631123
1137,-6.1113024
1138,0.8886222
1139,-6.0364313
1140,-6.1113024
1141,-0.47802842
1142,3.8270764
1143,4.231566
1144,5.3645496
1145,-6.1113024
1146,-1.1592443
1147,0.9209197
1148,6.24205
1149,4.6629677
1150,-4.327936
1151,2.3740168
1152,3.2768872
1153,-0.14918953
1154,-6.1113024
1155,-0.47346795
1156,-0.1566869
1157,-1.2995499
1158,1.923171
1159,-6.1113024
1160,-0.13476604
1161,-1.1078606
1162,-6.1113024
1163,-2.212977
1164,-6.1113024
1165,4.185811
1166,4.333489
1167,-0.8233901
1168,3.1145093
1169,3.4637446
1170,-1.1928865
1171,-6.1113024
1172,2.0360823
1173,2.2265654
1174,1.5862898
1175,-0.9664235
1176,-6.1113024
1177,-2.041148
1178,3.3781097
1179,2.5156212
1180,1.5752801
1181,-6.1113024
1182,1.8624024
1183,1.6212298
1184,1.5444471
1185,-6.1113024
1186,-1.2004815
1187,2.1232142
1188,-6.1113024
1189,-6.1113024
1190,-6.0364313
1191,0.23936802
1192,-0.11015248
1193,-6.1113024
1194,-6.1113024
1195,-2.113947
1196,1.7802782
1197,6.3453627
1198,0.7870648
1199,1.841963
1200,3.9685364
1201,-6.147366
1202,1.7394241
1203,0.32779545
1204,7.647373
1205,2.1256676
1206,-6.1113024
1207,-6.1113024
1208,-6.1113024
1209,2.9367602
1210,2.5451138
1211,1.0106447
1212,1.9066849
1213,-5.2300916
1214,2.4965034
1215,-4.7700763
1216,1.027879
1217,-2.2017205
1218,-0.6833168
1219,-0.1276493
1220,-6.1113024
1221,3.8073878
1222,-6.1113024
1223,5.67817
1224,-0.8547448
1225,0.3314299
1226,1.2304281
1227,-6.1113024
1228,-6.1113024
1229,3.8599944
1230,-6.1113024
1231,-6.1113024
1232,0.42500842
1233,0.8663534
1234,-6.075763
1235,-0.71501017
1236,2.3531375
1237,-6.1113024
1238,-6.1113024
1239,4.058874
1240,0.9555484
1241,2.7860882
1242,0.696262
1243,3.6396425
1244,-6.1113024
1245,-2.5188484
1246,4.0486417
1247,-4.744865
1248,-6.1113024
1249,3.1844757
1250,-6.1113024
1251,-5.0689545
1252,4.2540455
1253,-0.76421106
1254,2.4694304
1255,-6.1113024
1256,0.056304693
1257,1.0511968
1258,-6.075763
1259,-6.1113024
1260,3.363336
1261,1.223755
1262,-6.1113024
1263,-0.7505797
1264,0.46934015
1265,-0.24334311
1266,-5.2307396
1267,-0.7354039
1268,-6.1113024
1269,0.8718892
1270,3.7567122
1271,-6.5275683
1272,1.0211273
1273,-5.0176044
1274,5.514726
1275,0.9006414
1276,3.2669594
1277,2.6758692
1278,-6.1113024
1279,-6.1113024
1280,-3.1496973
1281,0.1765753
1282,6.6612306
1283,-6.1113024
1284,3.4736216
1285,-6.1113024
1286,0.18964157
1287,1.5530772
1288,4.782731
1289,-0.69484735
1290,0.92287624
1291,-5.690354
1292,-0.8961265
1293,-1.232912
1294,2.202304
1295,0.5154785
1296,-6.1113024
1297,0.68512315
1298,5.524688
1299,-5.7674108
1300,-5.2592316
1301,0.06206578
1302,-6.1113024
1303,-6.1113024
1304,0.34041676
1305,-6.075763
1306,-3.0434368
1307,2.4190717
1308,-6.1113024
1309,2.3055813
1310,-0.0629372
1311,0.23378277
1312,-6.1113024
1313,-1.9878447
1314,-3.383413
1315,0.57228786
1316,2.4115183
1317,-6.1113024
1318,-5.1690497
1319,0.1923384
1320,0.64503515
1321,-5.454618
1322,-0.7320795
1323,-6.1113024
1324,-6.1113024
1325,-6.1113024
1326,-0.44917274
1327,0.9904519
1328,-6.0364313
1329,-6.1113024
1330,3.674109
1331,0.7730609
1332,3.569233
1333,5.225447
1334,-6.1113024
1335,-1.0709318
1336,-4.7700763
1337,-1.1041377
1338,-1.728415
1339,5.3561015
1340,1.0375793
1341,3.861491
1342,-0.6535983
1343,-5.9991302
1344,-0.8640964
1345,-5.2942452
1346,-0.56492674
1347,1.1049577
1348,3.0885136
1349,1.7734197
1350,-5.642428
1351,-6.1113024
1352,-6.1113024
1353,3.7127385
1354,-0.27689856
1355,0.6870048
1356,-0.57464004
1357,-6.1113024
1358,-6.0847893
1359,4.9432135
1360,1.6130121
1361,-6.1113024
1362,-0.72150874
1363,-0.49220031
1364,2.0762622
1365,0.18103606
1366,-2.236625
1367,-0.1607123
1368,-5.768107
1369,-6.1113024
1370,-6.1113024
1371,4.0204954
1372,-1.6285353
1373,3.66681
1374,3.3506951
1375,3.4427333
1376,-3.9377446
1377,-6.1113024
1378,0.217291
1379,0.36144707
1380,-6.1113024
1381,-6.1113024
1382,0.85729283
1383,1.5044075
1384,3.8016713
1385,-6.3293443
1386,-6.075763
1387,3.135357
1388,-1.4235431
1389,1.0501397
1390,-1.419792
1391,-6.1113024
1392,3.6722708
1393,-6.1113024
1394,-6.042667
1395,0.8955064
1396,-6.1113024
1397,3.7594836
1398,0.24261332
1399,-6.1113024
1400,-6.1113024
1401,-1.7312021
1402,3.9020243
1403,2.7134137
1404,1.1967789
1405,2.1826243
1406,-6.1113024
1407,-0.5452678
1408,-6.1113024
1409,-0.23252553
1410,-0.720454
1411,-1.5805607
1412,0.17265409
1413,3.709769
1414,-1.7567647
1415,2.3363726
1416,-6.1113024
1417,-6.1113024
1418,1.7133405
1419,2.2206862
1420,-6.1113024
1421,1.1910095
1422,-5.7639985
1423,1.2927434
1424,3.9531207
1425,2.9571874
1426,-6.1113024
1427,-6.1113024
1428,-0.5941837
1429,-3.0975575
1430,-6.1113024
1431,-6.1113024
1432,-0.51733303
1433,-6.1113024
1434,-5.6844354
1435,-6.075763
1436,6.4127374
1437,0.9850417
1438,-6.1113024
1439,4.085713
1440,1.5936618
1441,4.6406884
1442,0.70550644
1443,-0.6726216
1444,2.078696
1445,0.9368148
1446,0.74792445
1447,-6.1113024
1448,-0.3980928
1449,0.68066734
1450,-1.0522029
1451,1.408689
1452,3.4409149
1453,-6.1113024
1454,0.41176414
1455,0.32640663
1456,-1.0471618
1457,-6.088513
1458,0.28229108
1459,0.37459224
1460,1.42642
1461,-3.2424881
1462,3.0038254
1463,-6.1113024
1464,-6.1113024
1465,-5.7674108
1466,-6.1113024
1467,-1.098405
1468,1.5717636
1469,-6.1113024
1470,-6.1113024
1471,-4.659043
1472,4.0646515
1473,2.014029
1474,-0.07092595
1475,-1.833494
1476,0.6307269
1477,-6.1113024
1478,-1.0851943
1479,-5.782869
1480,-5.7761393
1481,-6.1113024
1482,4.164546
1483,2.1588087
1484,-6.1113024
1485,8.399215
1486,-6.1113024
1487,-6.229609
1488,-6.1113024
1489,1.2144278
1490,-1.0992848
1491,2.3400393
1492,1.6265576
1493,-6.1113024
1494,-6.075763
1495,2.5910134
1496,-0.545658
1497,3.658972
1498,-0.74650025
1499,3.1758165
1500,2.3776567
1501,2.3328152
1502,-6.1113024
1503,3.101829
1504,1.9485269
1505,1.0171525
1506,0.010471404
1507,3.4871979
1508,-6.088513
1509,-6.1113024
1510,1.0189253
1511,3.4600449
1512,-6.1113024
1513,1.4653447
1514,0.30102745
1515,-1.1553708
1516,-6.1113024
1517,2.8643818
1518,0.5040933
1519,-0.72097707
1520,-6.1113024
1521,-0.5381892
1522,-6.1113024
1523,-1.6402915
1524,-1.3182892
1525,-6.1113024
1526,-2.6686563
1527,-5.9528193
1528,-0.9873706
1529,2.7293007
1530,-5.88146
1531,2.1393871
1532,4.9722757
1533,10.723027
1534,3.7538087
1535,0.95123875
1536,3.5768235
1537,0.26982316
1538,8.354368
1539,-4.5975437
1540,-2.246193
1541,0.6504948
1542,-1.9021277
1543,-0.2784477
1544,4.696989
1545,0.85469913
1546,-1.2127571
1547,0.058662266
1548,3.2361453
1549,-6.0364313
1550,-0.14207566
1551,-5.2704306
1552,1.476881
1553,0.37238485
1554,1.453543
1555,-1.2593625
1556,-6.075763
1557,-4.765835
1558,-0.032465637
1559,0.7667559
1560,0.6441065
1561,-6.075763
1562,2.0174818
1563,-2.3620198
1564,-0.7006726
1565,-5.85469
1566,4.548189
1567,-6.1113024
1568,4.6099534
1569,-2.5871568
1570,-3.2355998
1571,4.7857738
1572,1.4383214
1573,-6.1113024
1574,-6.1113024
1575,-5.7674108
1576,-4.8692274
1577,-5.183117
1578,-6.1113024
1579,-5.9459786
1580,1.7110263
1581,-1.6181366
1582,-6.1113024
1583,-6.0364313
1584,0.5741073
1585,0.46761072
1586,1.4299217
1587,4.1536455
1588,1.1096485
1589,0.6693647
1590,-0.01154083
1591,-2.2493775
1592,0.19555217
1593,5.849227
1594,-6.1113024
1595,0.9160706
1596,3.4769998
1597,1.5735602
1598,0.8827302
1599,1.1063511
1600,-6.0364313
1601,2.3399355
